Prestype,Year,Authors,Title,Venue,Date,pdf,Speaker,Video
poster,2010,"Gardner, A, S McMillan, G Jennings, F Birgand and A Tuttle",Nutrient Injections: Evaluating differences in nutrient retention in restored and unrestored stream reaches,"NC WRRI Annual Conference, Raleigh, NC, March 31st, 2010",2010-03-31,Poster_Gardner_et_al_2010B.pdf,,
poster,2010,"Perkinson, A, Garland, C, Fitzgerald, S Perry, W, F Birgand, Boyette, M and Harris, P",Multiplexor system to expand continuous water quality monitoring to multiple sources,"National Academy of Engineering Grand Challenge Regional Summit, Raleigh, NC March 03-05",2010-03-25,,,
poster,2010,"Bennett, E Birgand, F, and Gruau, G","Deriving sampling frequency guidelines for monitoring dissolved organic matter in Brittany, France","National Academy of Engineering Grand Challenge Regional Summit, Raleigh, NC March 03-05",2010-03-25,Poster_frequency_charts_OM_Brittany_NAE_2010.pdf,,
poster,2010,"Gilmore, T Birgand, F, Chapman, K, and Brown, A", Providing Real_Time Hydrologic Data Using Webcams,"National Academy of Engineering Grand Challenge Regional Summit, Raleigh, NC March 03-05",2010-03-25,GaugeCam_Poster_for_Raleigh_Grand_Challenge_Colors.pdf,,
poster,2011,"Etheridge, J R, F Birgand, and M R Burchell",Quantifying the Water Quality Benefits of a Restored Tidal Stream Using Intensive Nitrate and Flow Monitoring," Southeast Tidal Creeks Summit, Charleston, SC. December 5-6, 2011",2011-12-06,Etheridge_et_al_2011_tidal_conf.pdf,,
poster,2011,"Mikan, M, C Osburn and F Birgand",Chromophoric dissolved and particulate organic matter cycling through a tidally influenced restored marsh ecosystem in Eastern North Carolina,"Annual NC WRRI conference. Raleigh, NC. March 22-23, 2011",2011-03-23,Mikan_poster_Final_small.pdf,,
poster,2011,"Gardner, A, McMillan, S, Tuttle, A, Birgand F and G Jennings",Evaluating Nutrient Retention in Restored and Unrestored Urban Streams,"Annual NC WRRI conference. Raleigh, NC. March 22-23, 2011",2011-03-23,Angela_Gardner_WRRI_Poster2011_small.pdf,,
poster,2012,"Birgand, F, G Lellouche and T M Appelboom",Uncertainties on flow calculated from stage-discharge rating curves in small streams,"ASABE Annual International meeting. Dallas, TX. July 29 - August 01, 2012",2012-08-01,Birgand_Q_uncertainties_poster_ASABE.pdf,,
poster,2013,"Etheridge, J R, F Birgand and M Burchell",Insights into the Impact of Tropical Systems on Tidal Marshes: Results from High Frequency Monitoring in a Constructed Marsh During Hurricane Sandy,"Southeast Tidal Creek Summit, Wilmington, NC. December 16-17, 2013",2013-12-17,Etheridge_TSS_Sandy_2013_poster.pdf,,
poster,2013,"Allen, E, F Birgand, G M Chescheir, C L Osburn, K Aveni-Deforge, R Etheridge and J Nettles",Continuous Monitoring of Hydrology and Water Quality to Detect Impacts of Biomass Intercropping in Managed Pine Plantations of the Southeastern United States,"ASABE Annual International meeting. Kansas City, MO. July 21 - 24, 2013",2013-07-24,Allen_KC_13_continuous_WQ_poster.pdf,,
poster,2013,"Allen, E, F Birgand, G M Chescheir, E Bennett, V Andréassian, C Perrin and T Appelboom",Hydrology and Water Quality Impacts of Biomass Intercropping in Managed Pine Plantations of the Southeastern United States,"ASABE Annual International meeting. Kansas City, MO. July 21 - 24, 2013",2013-07-24,Allen_KC_13_biomass_MS_poster.pdf,,
poster,2013,"Barto, T, F Birgand, R Etheridge, M Polizzotto and M Burchell",The role of solid phases in nutrient cycling in a restored coastal marsh,"Undergraduate Research Symposium, NCSU, Raleigh, NC. April 10, 2013",2013-04-10,,,
poster,2013,"Polizzotto, M, F Birgand, E Lineberger, B Badruzzaman, A Ali ",Novel Approaches for Removing Arsenic from Irrigation Water and Protecting Food Security in South Asia ,"India Reception, NCSU, Raleigh, NC, March 26, 2013",2013-03-26,,,
poster,2014,"Maxwell, B, F Birgand, K Aveni-Deforge, and B Smith ",Water Quality Data at High Time and Space Resolution in the Field : Expanding Spectrophotometer Capabilities with Arduino Driven Sequential Autosampler,"AGU Fall Meeting. San Francisco, CA. December 14-19, 2014",2014-12-19,Maxwell_AGU_2014_poster.pdf,,
poster,2014,"Muwamba, A, D M Amatya, H Ssegane, E W, Tollner, J Nettles, G Chescheir, F Birgand, M Youssef, T W Appelboom and R W Skaggs ",Effects of Intercropping Switchgrass on Drainage Water Nutrients and Sediment of a Planted Pine Forest in Coastal North Carolina,"ASABE Annual International meeting. Montréal, Canada. July 14 - 16, 2014",2014-07-16,,,
poster,2014,"Maxwell, B, F Birgand, K Aveni-Deforge, B Smith and E Allen ",Evaluation of an Automated Micro-Volume in situ Spectrometry-based Lab for High Spatial and Temporal Resolution,"Water Resources Research Institute of The University of North Carolina Annual Conference. Raleigh, NC. March 19-20, 2014",2014-03-20,Maxwell_WRRI_2014_poster.pdf,,
poster,2015,"Dobbs, N, Allen, E, Carter, T, Birgand, F, and Aveni-Deforge, K ",Challenges of Monitoring Water Quality on a Continuous Basis at the Watershed Scale,"Water Resources Research Institute of The University of North Carolina Annual Conference. Raleigh, NC. March 18-19, 2015",2015-03-19,Dobbs_wrri_2015_poster.pdf,,
poster,2016,"Winter, D, Birgand, F and C-W Lin",Measuring the Water Quality Impact of a Stream Restoration during Construction,"ASABE Annual International meeting. Orlando, FL, July 17-20, 2016",2016-07-20,,,
poster,2016,"Winter, D, Gardner, T, Birgand, F, Owiti, D, Maxwell, B ",Microbial Community Analysis of a Floating Island System in a Stormwater Wet Detention Basin,"NCSU's Undergraduate Research Summer Symposium, Raleigh, NC, August 2016",2016-08-15,,,
poster,2016,"Maxwell, B M and F Birgand ", Can we rejuventate bioreactors using wetting and drying cycles? ," ASABE Annual International meeting. Orlando, FL, July 17-20, 2016",2016-07-20,,,
poster,2017,"Maxwell, B, Winter, D, Birgand F ","Monitoring of a floating treatment wetland retrofit on a stormwater pond using continuous, multipoint_in_situ sampling methods","17th Annual Meeting of The American Ecological Engineering Society, Athens, GA, May 23-25, 2017",2017-05-25,,,
poster,2017,"Winter, D, Gardner, T, Birgand, F, Owiti, D, Maxwell, B ",Microbial Community Analysis of a Floating Island System in a Stormwater Wet Detention Basin,"Soil Science Society of North Carolina Annual Meeting, Raleigh, NC, January 2017",2017-01-20,,,
oral,2017,"Moin, S, WF Hunt, F Birgand, S Ratzlaff",Effect of Visibility on Maintenance Investment and Consequent Performance of Urban Stormwater Control Measures,"Operation & Maintenance of Stormwater Control Measures, EWRI-ASCE, Denver, CO, November 6-9, 2017",2017-11-09,,,
oral,2017,"Birgand, F",High Frequency Water Quality Data: Perspective and Challenges,"Department of Geography, University of Birmingham, November 9, 2017",2017-11-09,,Invited,
oral,2017,"Birgand, F","Improvements in stream water quality: can we detect them, and if yes, how?","Department of Civil Engineering, University of Bristol, November 30, 2017",2017-11-30,,Invited,
oral,2017,"Birgand, F","Eight years of Water Quality Sensors in the field: what have we learnt?","Department of Civil Engineering, University of Bristol, December 06, 2017",2017-12-06,,Invited,
poster,2017,"Birgand, F, N Howden, T Burt, and F Worrall","Integrative indicators as robust metrics of catchment biogeochemical function","AGU fall meeting, New Orleans, December 11-15, 2017",2017-12-15,Birgand_Howden_et_al_poster_AGU_2017.pdf,,
poster,2017,"Liu, W, M Youssef, F Birgand, GM Chescheir, B Maxwell, S Tian",Nitrate concentration-drainage flow (C-Q) relationship for a drained agricultural field in Eastern North Carolina Plain,"AGU fall meeting, New Orleans, December 11-15, 2017",2017-12-15,Liu_2017_AGU_Poster2.pdf,,
poster,2018,"Birgand, F, B Maxwell, S Tian, W Liu, L Negm, M Youssef, G Chescheir, L Schipper, L Christianson, M Helmers, D Williams",Transforming denitrifying bioreactor research and applications: unveiling the inside of the blackbox,"USDA NIFA and NSF Water and Soils Meeting, Project Director Meeting, January 29-31, 2018",2018-01-29,Birgand_poster_AFRI_Jan2018-final.pdf,,
poster,2018,"Moin, S, Birgand, F, Hunt, W F III",Exploring The Benefits of High Resolution Water Quality Sampling in Stormwater Wetlands,"NC WRRI Annual Conferenc March 14-15, 2018, Raleigh, NC",2018-03-14,Moin-WRRI_2018_Poster.pdf,,
oral,2018,"Moin, S, Hunt, W F III, Birgand, F, Ratzlaff, S",Effect of Visibility on Maintenance Investment and Consequent Performance of Urban Stormwater Control Measures,"NC WRRI Annual Conference March 14-15, 2018, Raleigh, NC",2018-03-14,,,
poster,2018,"Hang, Q, Birgand, F",Quantifying the effects of stream restoration: A review,"NC WRRI Annual Conferenc March 14-15, 2018, Raleigh, NC",2018-03-14,,,
poster,2018,"Winter, D, Maxwell, B, Birgand, F","Microbes, Nutrients, and Twitter: What We Have Learned from a WRRI Student Grant","NC WRRI Annual Conferenc March 14-15, 2018, Raleigh, NC",2018-03-14,Winter_WRRI_2018_Poster.pdf,,
oral,2018,"Winter, D, Fox, G, Birgand, F","Solute Tracer Studies in a Restored Coastal Plain Stream","NC WRRI Annual Conferenc March 14-15, 2018, Raleigh, NC",2018-03-14,Winter_oral_WRRI_2018_stream_tracer.pdf,,
oral,2018,"Belenky, C, Winter, D, Lin, C-W, Birgand, F","Effect of Stream Restoration on Water Quality and Quantity in the Coastal Plain of North Carolina","NC WRRI Annual Conferenc March 14-15, 2018, Raleigh, NC",2018-03-15,Belenky_oral_WRRI_2018.pdf,,
oral,2018,"Maxwell, B, Birgand, F, Schipper, L, Christianson, L, Helmers, M, Youssef, M, Tian, S, Williams, D","Impact of drying-rewetting cycles on nitrate removal rates in woodchip bioreactors","NC WRRI Annual Conferenc March 14-15, 2018, Raleigh, NC",2018-03-15,Maxwell_oral_WRRI_ColumnStudy_2018.pdf,,
oral,2018,"Maxwell, B, Winter, D, Birgand, F","Can floating treatment wetlands improve water quality in ponds?","NC WRRI Annual Conferenc March 14-15, 2018, Raleigh, NC",2018-03-14,Maxwell_oral_WRRI_FloatingWetland_2018.pdf,,
oral,2018,"Birgand, F","Integrated vs. derivative indicators: robust indicators needed for detection of water quality improvement","NC WRRI Annual Conferenc March 14-15, 2018, Raleigh, NC",2018-03-14,,,
oral,2018,"Birgand, F, Etheridge, R, Burchell, M","Could seasonal mean sea level variations explain long-reported nutrient outwelling in the southeast coastal ocean?","NC WRRI Annual Conferenc March 14-15, 2018, Raleigh, NC",2018-03-15,Birgand_mean_sea_level_WRRI_2018.pdf,,
oral,2018,"Birgand, F, Allen, E, Lin, C-W, Etheridge, R, Carey, C","Generating Water Quality Rating Curves using in situ Spectrophotometers","European Geosciences Union General Assembly 2018, Vienna, Austria, 8–13 April 2018",2018-04-08,Birgand_WQRC_EGU2018.pdf,,
oral,2018,"Howden, N, Birgand, F, Burt, T, Worrall, F, Woods, R","Identifying trends in hydrological data: using integrated indicators to identify non-stationary behaviour","European Geosciences Union General Assembly 2018, Vienna, Austria, 8–13 April 2018",2018-04-13,,,
poster,2018,"Birgand, F, Lin, C-W","Estimating uncertainties on annual nutrient loads using sensor concentrations","European Geosciences Union General Assembly 2018, Vienna, Austria, 8–13 April 2018",2018-04-08,Birgand_Lin_EGU_2018.pdf,,
poster,2018,"Liu, W, Tian, S, Youssef, M, Birgand, F, Chescheir, GM","Long-term temporal variation of nitrate concentration-stream discharge (C-Q) relationship for an agricultural watershed in Midwest USA","Agricultural Drainage Management Systems Task Force/NCERA 217 - April 11-12, 2018 – Raleigh, NC",2018-04-12,Liu_CQ_Poster_NCERA_2018.pdf,,
poster,2018,"Liu, W, Maxwell, B, Birgand, F, Youssef, M, Chescheir, GM","Insights from intensive water quality sampling in a drained agricultural field","Agricultural Drainage Management Systems Task Force/NCERA 217 - April 11-12, 2018 – Raleigh, NC",2018-04-12,Liu_Maxwell_poster_high_res_WQ_2018.pdf,,
poster,2018,"Maxwell, B, Birgand, F, Schipper, L, Christianson, L, Helmers, M, Youssef, M, Tian, S, Chescheir, GM, Williams, D","Impacts of drying-rewetting cycles on nitrate removal in woodchip bioreactors","Agricultural Drainage Management Systems Task Force/NCERA 217 - April 11-12, 2018 – Raleigh, NC",2018-04-12,Maxwell_Poster_Drainage_ADMS_2018.pdf,,
oral,2018,"Maxwell, B, Birgand, F, Schipper, L, Christianson, L, Helmers, M, Youssef, M, Tian, S, Williams, D, Chescheir, GM","Impacts of drying-rewetting cycles on nitrate removal in woodchip bioreactors","EWRI - World Environmental & Water Resources Congress Minneapolis, Minnesota, June 3–7, 2018",2018-06-04,,,
poster,2018,"Maxwell, B, Birgand, F, Winter, D, Garvey, S, Ray, C, Gilmore, T","Multi-point sampling methods to improve spatial and temporal resolution of water quality data","EWRI - World Environmental & Water Resources Congress Minneapolis, Minnesota, June 3–7, 2018",2018-06-04,Maxwell_EWRI_Poster_2018_EWRI.pdf,,
oral,2018,"Moin, S, Hunt, WF III, Birgand, F, Ratzlaff, S","Effect of Visibility on Maintenance Investment and Consequent Performance of Urban Stormwater Control Measures","EWRI - World Environmental & Water Resources Congress Minneapolis, Minnesota, June 3–7, 2018",2018-06-04,,,
poster,2018,"Moin, S, Birgand, F, Hunt, WF III","Exploring The Benefits of High Resolution Water Quality Sampling in Stormwater Wetlands","EWRI - World Environmental & Water Resources Congress Minneapolis, Minnesota, June 3–7, 2018",2018-06-04,,,
oral,2018,"Maxwell, B, Birgand, F","Woodchip bioreactors for nitrate removal in wastewater : Findings, applications, and economics","Nutrient Removal and Recovery Conference 2018 - Raleigh, NC, June 18–21, 2018",2018-06-21,,,
oral,2018,"Birgand, F, Maxwell, B, Schipper, L, Christianson, L, Helmers, M, Youssef, M, Tian, S, Williams, D, Chescheir, GM, Liu, W","Transforming denitrifying bioreactor research and applications: unveiling the inside of the black box","USDA-NIFA Project Director meeting, Newark, DL, Oct 1-3, 2018",2018-10-03,Birgand_USDA_PD_meeting_Oct03_2018.pdf,,
oral,2018,"Belenky, C, Winter, D, Lin, C-W, Birgand, F","Effect of Stream Restoration on Water Quality and Quantity in the Coastal Plain of North Carolina","ASABE annual international meeting, July 29 - August 1st, 2018, Detroit, Michigan",2018-07-31,,,
oral,2018,"Birgand, F, Maxwell, B","Integrative indicators as robust metrics of catchment
biogeochemical function","ASABE annual international meeting, July 29 - August 1st, 2018, Detroit, Michigan",2018-08-01,,,
oral,2018,"Birgand, F, Maxwell, B, Schipper, L, Christianson, L, Helmers, M, Youssef, M, Tian, S, Williams, D, Chescheir, GM","Can drying-rewetting cycles in woodchip bioreactors increase short and long-term nitrate removal rates?","ASABE annual international meeting, July 29 - August 1st, 2018, Detroit, Michigan",2018-08-01,,,
oral,2018,"Winter, D, Lin, C-W, Belenky, C, Birgand, F","Comparison of Pre-Restoration and Post-Restoration In-Stream Solute Transport and Treatment in a Restored Coastal Plain Stream","ASABE annual international meeting, July 29 - August 1st, 2018, Detroit, Michigan",2018-07-30,,,
poster,2018,"Winter, D, Fox,G , Birgand, F","Comparison of Pre-Restoration and Post-Restoration In-Stream Solute Transport and Treatment in a Restored Coastal Plain Stream","ASABE annual international meeting, July 29 - August 1st, 2018, Detroit, Michigan",2018-07-30,,,
oral,2018,"Birgand, F","High frequency sensors: do we even have the choice of not using them in drainage? ","2018 Eastern South Dakota Water conference, October 17, 2018, Brookings, SD",2018-10-17,Birgand_SD_drainage_conference_2018.pdf,Keynote,
oral,2018,"Birgand, F","The challenges and rewards of acquiring high frequency water quality data","ASABE NC Regional 2018 conference, October 26, 2018, Raleigh, NC",2018-10-26,Birgand_ASABE_NC_Regional_conf_2018.pdf,Invited,
oral,2018,"Birgand, F","High frequency Water Quality sensors: do we even have the choice of not using them in biogeochemical and watershed sciences?","Duke University, Nicholas School of the Environment, November 13, 2018, Durham, NC",2018-11-13,,Invited,
poster,2018,"Carey, C.C., Thomas, RQ, Figueiredo, RJ, Daneshmand, V, Bookout, BJ, Birgand, F","Can we use GLM to predict fall turnover? Integrating sensor networks and real-time forecasting to manage water quality","GLEON 20 All Hands' Meeting, 3–7 December 2018, Rottnest Island (near Perth), Australia",2018-12-07,,,
oral,2018,"Carey, C.C., Thomas, RQ, Figueiredo, RJ, Daneshmand, V, Bookout, BJ, Birgand, F","Integrating environmental sensor networks and real-time ecological forecasting to adaptively manage water quality","AGU Fall Meeting, Washington, D.C., 10-14 December 2018",2018-12-13,,,
poster,2018,"Maxwell, B, Birgand, F, Schipper, L, Christianson, L, Tian, S, Helmers, M, Williams, D, Chescheir, GM, Youssef, M","Impact of drying-rewetting cycles on nitrate removal rates in woodchip bioreactors","AGU Fall Meeting, Washington, D.C., 10-14 December 2018",2018-12-11,,,
poster,2018,"Birgand, F, Howden, N, Belenky, C., Burt, T, Worall, F","Integrative vs. derivative indicators: which should we use to detect water quality improvements?","AGU Fall Meeting, Washington, D.C., 10-14 December 2018",2018-12-10,,,
poster,2018,"Liu, W, Tian, S, Youssef, MA, Birgand, F, Chescheir, GM","Long-term temporal variation of nitrate concentration - stream discharge (C-Q) relationship from an agricultural watershed in Midwest U.S.","AGU Fall Meeting, Washington, D.C., 10-14 December 2018",2018-12-10,,,
poster,2019,"Blackman, S, Chen, C, Birgand, F","Modeling Flow-Driven Nitrate Removal Rates and Prototyping Electrical-Augmentation for Woodchip Bioreactors","Undergraduate Research Symposium, Raleigh, N.C. , 4 April 2019",2019-04-24,Blackman_WoodchipPoster_undergraduate_research.pdf,,
poster,2019,"Hang, Q, Birgand, F, Belenky, C, Lin, C-W","The Short-term Response of Nutrient Loads to an Agricultural Stream Restoration in Coastal Plain of North Carolina","Innovations in Agriculture, BASF, Durham, NC, 1 May 2019",2019-05-01,BASF_Poster_QHang_2019.pdf,,
poster,2019,"Howden, N, Burt, T, Worrall, F, Birgand, F, Gnann, S, Woods, R","The dependence structure of daily UK hydrological time series","Catchment Science: Interactions of Hydrology, Biology and Geochemistry, Gordon Research Conference, Andover, NH, 23-28 June 2019",2019-06-23,GRC-Howden-Poster-2019.pdf,,
